textDisplay,label_manual,cleaned_text
"@@Rodenthood sifat manuisa itu rakus,gunungpun mau di makan,walau ngak akan muat...dan semua kerakusan itu jga akhirnya akan ngak jdi apa2,manusia itu cma bagian dri alam ...apapun yg di makan,di minum,di hirup ..rusak maka manusianya pun akan rusak,tanpa menyadarinya",0,Rodenthood sifat manuisa itu rakusgunungpun mau di makanwalau ngak akan muatdan semua kerakusan itu jga akhirnya akan ngak jdi apamanusia itu cma bagian dri alam apapun yg di makandi minumdi hirup rusak maka manusianya pun akan rusaktanpa menyadarinya
Bentar lagi jd kota metropolitan... karena ibukota pindah... pembangunan akan masiv dan hutan2 akan hilang...pabrik2 di bangun....pikir sendiri ya,0,Bentar lagi jd kota metropolitan karena ibukota pindah pembangunan akan masiv dan hutan akan hilangpabrik di bangunpikir sendiri ya
Rezim skrng makin parah,0,Rezim skrng makin parah
Batalin saja bikin IKN di wilayah Yg tdk bnyk bacot.. di sumatera atau sulawesi ..,0,Batalin saja bikin IKN di wilayah Yg tdk bnyk bacot di sumatera atau sulawesi
Yang dikota kota besar sih enak buat narasi perusakan hutan<br>Ga sadar kota yang ditinggali saat ini dulunya hutan dan penuh satwa liar 😏,0,Yang dikota kota besar sih enak buat narasi perusakan hutanGa sadar kota yang ditinggali saat ini dulunya hutan dan penuh satwa liar
Bahas plumpang min... Bahas kok yg sdh&quot; ditayangin tipi luar...,1,Bahas plumpang min Bahas kok yg sdhquot ditayangin tipi luar
Pemerintah mana peduli dengan lingkungan selama investor bisa mengisi kantong kantong pejabat.,0,Pemerintah mana peduli dengan lingkungan selama investor bisa mengisi kantong kantong pejabat
kebun sawit bisa memproduksi sekitar 18 ton oksigen/hektar/tahun<br>dibandingkan dengan hutan tropis hny 7 ton oksigen/hektar/tahun,0,kebun sawit bisa memproduksi sekitar ton oksigenhektartahundibandingkan dengan hutan tropis hny ton oksigenhektartahun
"Blom nonton videonya bang?, emisi karbonnya juga gede dan tanahnya jadi gabisa ditanami tumbuhan lain, jadi kebon sawit bakal homogen, tolong lihat dampak buruknya lebih parah",0,Blom nonton videonya bang emisi karbonnya juga gede dan tanahnya jadi gabisa ditanami tumbuhan lain jadi kebon sawit bakal homogen tolong lihat dampak buruknya lebih parah
"@@muhammadraffizakaria2548  just saying, ada risetnya juga itu...<br><br>btw aku dah nonton kok. untuk buka lahan sawit mmg melepas bnyk karbon, tp setidaknya ditanami tumbuhan lagi, sawit, yg bisa hasilkan oksigen bahkan lebih dari 2x yang dihasilkan hutan tropis. dan krna ditanami tumbuhan lagi, pelan-pelan karbon akan diserap lagi walau perlu waktu lama dan ga akan sama kyk hutan tropis. menurutku yang lebih merusak tambang. ketika komoditinya abis, mereka biasanya ninggalin site begitu aja. jgnkan reboisasi, lubang galian ga ditimbun.<br><br>memang pro kontra si sawit dan tambang ini. sisi baiknya mereka punya lapangan pekerjaan baru di sana, memanfaatkan potensi kekayaan alam, even sawit yg ternyata bisa menghasilkan oksigen yg ga kalah dgn yang dihasilkan hutan tropis.<br>sisi buruknya, keanekaragaman hayati berkurang apalagi kalau di hutan yg ditebang ada spesies langka. terus habitat hewan di hutan jadi hilang. blm lagi masalah sosial, masyarakat yg menggantungkan hidupnya ke hutan.<br><br>lagian, kalo terus menerus koar2 masalah lingkungan, hutan ditebang, emgnya itu jawa dulunya bukan hutan ya? langsung bnyk gedung?<br>malah ketika jawa overcrowd terus pada migrasi ke luar jawa, di daerah2 ttp akan buka lahan juga buat hunian, buat sawah, kebun. bedanya yg sawit sm tambang ini dilakukan perusahaan.",1,muhammadraffizakaria just saying ada risetnya juga itubtw aku dah nonton kok untuk buka lahan sawit mmg melepas bnyk karbon tp setidaknya ditanami tumbuhan lagi sawit yg bisa hasilkan oksigen bahkan lebih dari x yang dihasilkan hutan tropis dan krna ditanami tumbuhan lagi pelanpelan karbon akan diserap lagi walau perlu waktu lama dan ga akan sama kyk hutan tropis menurutku yang lebih merusak tambang ketika komoditinya abis mereka biasanya ninggalin site begitu aja jgnkan reboisasi lubang galian ga ditimbunmemang pro kontra si sawit dan tambang ini sisi baiknya mereka punya lapangan pekerjaan baru di sana memanfaatkan potensi kekayaan alam even sawit yg ternyata bisa menghasilkan oksigen yg ga kalah dgn yang dihasilkan hutan tropissisi buruknya keanekaragaman hayati berkurang apalagi kalau di hutan yg ditebang ada spesies langka terus habitat hewan di hutan jadi hilang blm lagi masalah sosial masyarakat yg menggantungkan hidupnya ke hutanlagian kalo terus menerus koar masalah lingkungan hutan ditebang emgnya itu jawa dulunya bukan hutan ya langsung bnyk gedungmalah ketika jawa overcrowd terus pada migrasi ke luar jawa di daerah ttp akan buka lahan juga buat hunian buat sawah kebun bedanya yg sawit sm tambang ini dilakukan perusahaan
Menurutku sih pelaku usaha sawit dan tambang ini sudah melebihi batas bro. Kok sampe banjir besar gini.,0,Menurutku sih pelaku usaha sawit dan tambang ini sudah melebihi batas bro Kok sampe banjir besar gini
​@@dadarmwndeforestasi hutan di Jawa tidak begitu masif begoooo.. Hutan di Jawa tidak begitu luas!! Kalimantan itu lebih luas daripada Pulau Jawa,0,dadarmwndeforestasi hutan di Jawa tidak begitu masif begoooo Hutan di Jawa tidak begitu luas Kalimantan itu lebih luas daripada Pulau Jawa
"@@TheRolldone bener sih, udah melampau kalo sampe banjir nya meluas kyk gini",0,TheRolldone bener sih udah melampau kalo sampe banjir nya meluas kyk gini
"CUKUP ANEH..SATU KALIMANTAN MUNGKIN SATU NEGARA RIBUT GARA GARA KALIMANTAN DISEBUT TEMPAT JIN BUANG ANAK,DAN SEMUANYA SEOLAH DIAM DAN BUTA KETIKA TEMPATNYA SENDIRI DIBABAD ORANG ORANG RAKUS YG JELAS JELAS MERUSAK LINGKUNGANYA SENDIRI !",0,CUKUP ANEHSATU KALIMANTAN MUNGKIN SATU NEGARA RIBUT GARA GARA KALIMANTAN DISEBUT TEMPAT JIN BUANG ANAKDAN SEMUANYA SEOLAH DIAM DAN BUTA KETIKA TEMPATNYA SENDIRI DIBABAD ORANG ORANG RAKUS YG JELAS JELAS MERUSAK LINGKUNGANYA SENDIRI
"Ya tidak aneh, buktinya dia yg nyebut begitu divonis bersalah. Yg cukup aneh itu ada komentar di sini yg mirip2lah dg komen mu tiba2 hilang, entah krn terhapus atau dihapus",0,Ya tidak aneh buktinya dia yg nyebut begitu divonis bersalah Yg cukup aneh itu ada komentar di sini yg miriplah dg komen mu tiba hilang entah krn terhapus atau dihapus
"Kalimantan kan Hutan jgn lupa disitu juga banyak Sungai² nya bagus lagi, tapi sekarang bisa dijadikan utk menyelundupkan barang ilegal disungai sungai",0,Kalimantan kan Hutan jgn lupa disitu juga banyak Sungai nya bagus lagi tapi sekarang bisa dijadikan utk menyelundupkan barang ilegal disungai sungai
Innalilahi,0,Innalilahi
Wahai masyarakat kalimantan sadarlah kalian..kalimantan salah satu paru paru dunia jgn sampai rusak ..klo sampai rusak pasti banyak bencana kedepanya..longsor dan banjir..yg menikmati keuntungan dikalimantan cuma sebagian orang tapi klo dah rusakasyarakat kalimantan sndiri yg rugi !,0,Wahai masyarakat kalimantan sadarlah kaliankalimantan salah satu paru paru dunia jgn sampai rusak klo sampai rusak pasti banyak bencana kedepanyalongsor dan banjiryg menikmati keuntungan dikalimantan cuma sebagian orang tapi klo dah rusakasyarakat kalimantan sndiri yg rugi
min jangan hanya bahas hutan di kalimantan aja. bahas jg hutan2 yg ada di indonesia.,1,min jangan hanya bahas hutan di kalimantan aja bahas jg hutan yg ada di indonesia
Katanya dijual orang jawa.....<br><br>Padahal yang Tinggal di sono orang Kalimantan....<br><br>Ini negara apa penjajahan?,0,Katanya dijual orang jawaPadahal yang Tinggal di sono orang KalimantanIni negara apa penjajahan
Masa Bodo sama RI........Emangnya gua Pikirin.,0,Masa Bodo sama RIEmangnya gua Pikirin
"Dari mulai hari ini jgn bilang lagi paru paru Dunia,,karena kerusakan sudah terjadi tahun ke tahun pemerintah ke pemerintah tak ada perbaikan.",0,Dari mulai hari ini jgn bilang lagi paru paru Duniakarena kerusakan sudah terjadi tahun ke tahun pemerintah ke pemerintah tak ada perbaikan
"Bung Karno bilang imperialisme tidak mati,",1,Bung Karno bilang imperialisme tidak mati
"apa lagi pembakaran hutan tiap tahun. jadinya di kalimantan ada musim tambahan yaitu musim kabut, hasil asap pembakaran hutan.",0,apa lagi pembakaran hutan tiap tahun jadinya di kalimantan ada musim tambahan yaitu musim kabut hasil asap pembakaran hutan
"Baru ibukota ke Kalimantan juga, rusak sudah semua, macet dmna&quot;, tolong ke papua aj ibukota dong",0,Baru ibukota ke Kalimantan juga rusak sudah semua macet dmnaquot tolong ke papua aj ibukota dong
Welcome to Ikn Mimpi buruk akan datang cepat atau lambat.,0,Welcome to Ikn Mimpi buruk akan datang cepat atau lambat
"Gpp, manusia semakin banyak populasinya, alam akan menyeimbangkan semua, bencana lah penyeimbangnya",0,Gpp manusia semakin banyak populasinya alam akan menyeimbangkan semua bencana lah penyeimbangnya
"Sya yang berada dijawa turut prihatin,,tetapi setelah mendengar ibu kota mw pindah ke kalimantan,,saya jadi senang ,,akhirnya akan ada sedikit iring&quot;an pejabat dg mobil mewahnya dijalan ini..",0,Sya yang berada dijawa turut prihatintetapi setelah mendengar ibu kota mw pindah ke kalimantansaya jadi senang akhirnya akan ada sedikit iringquotan pejabat dg mobil mewahnya dijalan ini
"Mereka menyuruh bangsa kita untuk menjaga oksigen,,sedangkan mereka memproduksi penghasil karbon dg gencarnya dan menjual ke kita,,mereka sehatkah??",0,Mereka menyuruh bangsa kita untuk menjaga oksigensedangkan mereka memproduksi penghasil karbon dg gencarnya dan menjual ke kitamereka sehatkah
"Sebagai warga kalimantan kami harus siap menyandang berbagai konsekuensi yg terjadi disini. Hutan yg hilang, lubang tambang terbuka dan berbagai aktifitas serakah manusia lain. Yg kaya hanya segelintir, tapi semua masyarakat menjadi terdampak.",0,Sebagai warga kalimantan kami harus siap menyandang berbagai konsekuensi yg terjadi disini Hutan yg hilang lubang tambang terbuka dan berbagai aktifitas serakah manusia lain Yg kaya hanya segelintir tapi semua masyarakat menjadi terdampak
manusia jawa. sbntr lg kalimantan di penuhi dengan manusia jawa,0,manusia jawa sbntr lg kalimantan di penuhi dengan manusia jawa
"​@@Brian-qj4kk kamu maunya gimana?? Gk boleh ada kebun sawit??gk boleh ada tambang?? Yakin gk di demo rakyat Kalimantan??<br><br>Soal IKN,rakyat Kalimantan juga mayoritas mendukung.",2,Brianqjkk kamu maunya gimana Gk boleh ada kebun sawitgk boleh ada tambang Yakin gk di demo rakyat KalimantanSoal IKNrakyat Kalimantan juga mayoritas mendukung
"​​​​@@Brian-qj4kk penduduk pulau jawa itu jauh lebih besar dari penduduk suku jawa itu sendiri, artinya banyak pendatang dari luar jawa yang mencari hidup di pulau jawa,dan kita baik baik saja.",1,Brianqjkk penduduk pulau jawa itu jauh lebih besar dari penduduk suku jawa itu sendiri artinya banyak pendatang dari luar jawa yang mencari hidup di pulau jawadan kita baik baik saja
"Jangan diam pak, lawan kalau anda merasa warga kalimantan asli dan tempat leluhur anda ada disana, jaga hutan jaga masa depan",0,Jangan diam pak lawan kalau anda merasa warga kalimantan asli dan tempat leluhur anda ada disana jaga hutan jaga masa depan
"@@Brian-qj4kk wkwk nyalahin suku lain, karena udah hopeless dan helpless sama keadaan di kalimantan. Nikmatin gih, mumpung masih ada. Kan bentar lagi jadi pulau ribuan kolam renang, eh kolam tambang 🤣 logika dipake, kalo itu tanah lo, ya lo yg nentuin. Kok seneng banget sama pertikaian sosial, daripada ngelawan oligarki. Kebanyakan hirup asap kebakaran, jadi otaknya agak geser 😫",0,Brianqjkk wkwk nyalahin suku lain karena udah hopeless dan helpless sama keadaan di kalimantan Nikmatin gih mumpung masih ada Kan bentar lagi jadi pulau ribuan kolam renang eh kolam tambang logika dipake kalo itu tanah lo ya lo yg nentuin Kok seneng banget sama pertikaian sosial daripada ngelawan oligarki Kebanyakan hirup asap kebakaran jadi otaknya agak geser
"Mantap semoga Makin maju Kalimantan, biar kayak Jawa Yang hutan udah habis buat Rumah penduduk",0,Mantap semoga Makin maju Kalimantan biar kayak Jawa Yang hutan udah habis buat Rumah penduduk
"Gue sebagai warga negara yang gak tinggal di Kalimantan kira kira bisa bantu apa ya, please sedih gue liatnya. Pengen kontribusi juga.",1,Gue sebagai warga negara yang gak tinggal di Kalimantan kira kira bisa bantu apa ya please sedih gue liatnya Pengen kontribusi juga
"Salah satunya dgn cara teliti pilih pemimpin. Karena kebijakan2 yg luas dampaknya itu, termasuk lingkungan, mereka yg mengesahkan.",1,Salah satunya dgn cara teliti pilih pemimpin Karena kebijakan yg luas dampaknya itu termasuk lingkungan mereka yg mengesahkan
"Kurangi penggunaan minyak goreng, listrik, gas, kertas, tisu",1,Kurangi penggunaan minyak goreng listrik gas kertas tisu
"Anak ingusan juga tahu kalo DEFORESTASI itu buruk, kelestarian hutan patut dijaga. <br><br>Tapi masalah di dunia nyata kan bukan hanya soal menjaga kelestarian hutan, tapi memajukan bangsa, mensejahterakan masyarakat. Ibarat koin dengan dua sisi, PERKEMBANGAN MANUSIA PASTI AKAN MENIMBULKAN KERUSAKAN ALAM. TITIK.<br><br>Mari satukan suara, Biarkan hutan Kalimantan lestari tak tersentuh, dengan konsekuensi tidak ada pembangunan, soal masyarakatnya miskin dan terbelakang, ya sebodo amat itu konsekuensinya. ATAU, mari bangun Kalimantan dengan mengorbankan alam sementara, suatu saat nanti setelah maju dan sejahtera dan punya uang, manusia secara naluri akan berpikir tentang kelestarian alam, dan perlahan memperbaiki dan menerapkan system yg lebih ramah lingkungan. <br><br>Lihat Eropa, apa mereka selalu bersih dan menjaga alam? Wkwkwkwk ... KAGAK!!! Justru mereka inilah penyebab bumi hancur setelah ratusan tahun membabat alamnya sendiri, dan juga alam di negara lain lewat penjajahan. Dan sekarang mereka punya duit untuk berlagak suci, pongah dengan system dan teknologi yg mereka ciptakan yang terlalu mahal untuk diterapkan di negara berkembang manapun di dunia, termasuk Indonesia. <br><br>Ingat, ga semua negara akan menjadi negara maju sampe kapanpun. Banyak yg akan stuck tertahan jadi sapi perah negara lain yg lebih maju. Apakah itu Indonesia? Bisa jadi, kalo terlalu nurutin apapun idealisme negara Barat.",1,Anak ingusan juga tahu kalo DEFORESTASI itu buruk kelestarian hutan patut dijaga Tapi masalah di dunia nyata kan bukan hanya soal menjaga kelestarian hutan tapi memajukan bangsa mensejahterakan masyarakat Ibarat koin dengan dua sisi PERKEMBANGAN MANUSIA PASTI AKAN MENIMBULKAN KERUSAKAN ALAM TITIKMari satukan suara Biarkan hutan Kalimantan lestari tak tersentuh dengan konsekuensi tidak ada pembangunan soal masyarakatnya miskin dan terbelakang ya sebodo amat itu konsekuensinya ATAU mari bangun Kalimantan dengan mengorbankan alam sementara suatu saat nanti setelah maju dan sejahtera dan punya uang manusia secara naluri akan berpikir tentang kelestarian alam dan perlahan memperbaiki dan menerapkan system yg lebih ramah lingkungan Lihat Eropa apa mereka selalu bersih dan menjaga alam Wkwkwkwk KAGAK Justru mereka inilah penyebab bumi hancur setelah ratusan tahun membabat alamnya sendiri dan juga alam di negara lain lewat penjajahan Dan sekarang mereka punya duit untuk berlagak suci pongah dengan system dan teknologi yg mereka ciptakan yang terlalu mahal untuk diterapkan di negara berkembang manapun di dunia termasuk Indonesia Ingat ga semua negara akan menjadi negara maju sampe kapanpun Banyak yg akan stuck tertahan jadi sapi perah negara lain yg lebih maju Apakah itu Indonesia Bisa jadi kalo terlalu nurutin apapun idealisme negara Barat
"Lihat nasib India vs Cina. India yg dulu lebih kaya, sekarang ga ada apa apanya dibanding Cina. Itulah akibat terlalu lembek, dan nurut apapun perintah negara lain.",1,Lihat nasib India vs Cina India yg dulu lebih kaya sekarang ga ada apa apanya dibanding Cina Itulah akibat terlalu lembek dan nurut apapun perintah negara lain
Banjir di mana2 yang disalahin hujan,0,Banjir di mana yang disalahin hujan
"Jangan terlalu banyak omong ntar salah ngomong bisa kena pidana ITE.<br>Ingat sebagai rakyat nurut saja,, otoriter berkedok demokrasi😂😂😂",1,Jangan terlalu banyak omong ntar salah ngomong bisa kena pidana ITEIngat sebagai rakyat nurut saja otoriter berkedok demokrasi
Sekalian dibuka aja perusahaan2 dan elite2 pemilik konsensi tsb. Paling orangnya itu2 aja,0,Sekalian dibuka aja perusahaan dan elite pemilik konsensi tsb Paling orangnya itu aja
Kekayaan alam negeri ini dijual cuma2 utk segelintir makhluk tamak harta,0,Kekayaan alam negeri ini dijual cuma utk segelintir makhluk tamak harta
Saya berharap perusahaan tambang dan sawit bangkrut,1,Saya berharap perusahaan tambang dan sawit bangkrut
